"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 20, 2018","0.185","0.180","0.185","0.180","36.86K","-9.76%"
"Mar 19, 2018","0.205","0.200","0.205","0.175","50.05K","7.89%"
"Mar 16, 2018","0.190","0.195","0.200","0.190","88.50K","0.00%"
"Mar 15, 2018","0.190","0.190","0.195","0.180","58.50K","5.56%"
"Mar 14, 2018","0.180","0.190","0.195","0.180","20.30K","-5.26%"
"Mar 13, 2018","0.190","0.190","0.190","0.190","49.02K","0.00%"
"Mar 12, 2018","0.190","0.200","0.200","0.190","7.40K","-7.32%"
"Mar 09, 2018","0.205","0.190","0.205","0.190","18.98K","5.13%"
"Mar 08, 2018","0.195","0.190","0.205","0.180","163.00K","-4.88%"
"Mar 07, 2018","0.205","0.195","0.205","0.190","81.09K","10.81%"
"Mar 06, 2018","0.185","0.180","0.215","0.180","250.86K","2.78%"
"Mar 05, 2018","0.180","0.200","0.215","0.180","281.38K","-16.28%"
"Mar 02, 2018","0.215","0.195","0.215","0.195","30.00K","7.50%"
"Mar 01, 2018","0.200","0.210","0.210","0.190","188.28K","-9.09%"
"Feb 28, 2018","0.220","0.200","0.230","0.200","216.50K","4.76%"
"Feb 27, 2018","0.210","0.225","0.225","0.210","5.00K","5.00%"
"Feb 26, 2018","0.200","0.220","0.230","0.200","203.23K","-2.44%"
"Feb 23, 2018","0.205","0.200","0.205","0.200","48.60K","2.50%"
"Feb 22, 2018","0.200","0.220","0.220","0.195","326.43K","-9.09%"
"Feb 21, 2018","0.220","0.220","0.220","0.200","27.80K","0.00%"
"Feb 20, 2018","0.220","0.220","0.220","0.210","49.68K","0.00%"
"Feb 16, 2018","0.220","0.215","0.220","0.215","40.60K","2.33%"
"Feb 15, 2018","0.215","0.220","0.220","0.215","37.90K","0.00%"
"Feb 14, 2018","0.215","0.215","0.235","0.215","118.06K","-2.27%"
"Feb 13, 2018","0.220","0.225","0.235","0.220","217.37K","-2.22%"
"Feb 12, 2018","0.225","0.220","0.245","0.215","84.80K","0.00%"
"Feb 09, 2018","0.225","0.210","0.235","0.210","236.95K","9.76%"
"Feb 08, 2018","0.205","0.210","0.235","0.205","138.27K","-6.82%"
"Feb 07, 2018","0.220","0.240","0.240","0.210","348.81K","-10.20%"
"Feb 06, 2018","0.245","0.235","0.250","0.220","449.04K","-2.00%"
"Feb 05, 2018","0.250","0.245","0.260","0.240","96.40K","2.04%"
"Feb 02, 2018","0.245","0.260","0.265","0.245","230.57K","-5.77%"
"Feb 01, 2018","0.260","0.270","0.280","0.260","194.82K","-3.70%"
"Jan 31, 2018","0.270","0.265","0.275","0.260","222.10K","1.89%"
"Jan 30, 2018","0.265","0.285","0.285","0.260","293.60K","-8.62%"
"Jan 29, 2018","0.290","0.285","0.300","0.280","337.62K","5.45%"
"Jan 26, 2018","0.275","0.300","0.300","0.275","68.94K","-8.33%"
"Jan 25, 2018","0.300","0.300","0.310","0.280","309.65K","-3.23%"
"Jan 24, 2018","0.310","0.310","0.320","0.295","374.71K","1.64%"
"Jan 23, 2018","0.305","0.260","0.315","0.260","624.52K","15.09%"
"Jan 22, 2018","0.265","0.265","0.275","0.250","269.91K","-1.85%"
"Jan 19, 2018","0.270","0.270","0.280","0.250","710.88K","0.00%"
"Jan 18, 2018","0.270","0.285","0.295","0.260","588.90K","-6.90%"
"Jan 17, 2018","0.290","0.320","0.320","0.280","1.05M","-7.94%"
"Jan 16, 2018","0.315","0.310","0.320","0.310","338.98K","0.00%"
"Jan 15, 2018","0.315","0.310","0.325","0.310","635.47K","-1.56%"
"Jan 12, 2018","0.320","0.290","0.325","0.290","452.68K","12.28%"
"Jan 11, 2018","0.285","0.320","0.320","0.285","1.09M","-13.64%"
"Jan 10, 2018","0.330","0.335","0.350","0.320","396.71K","1.54%"
"Jan 09, 2018","0.325","0.340","0.345","0.310","274.42K","-4.41%"
"Jan 08, 2018","0.340","0.340","0.360","0.330","743.23K","0.00%"
"Jan 05, 2018","0.340","0.330","0.345","0.315","661.60K","3.03%"
"Jan 04, 2018","0.330","0.345","0.355","0.325","283.91K","0.00%"
"Jan 03, 2018","0.330","0.330","0.340","0.320","290.39K","-1.49%"
"Jan 02, 2018","0.335","0.350","0.360","0.330","106.32K","-1.47%"
"Dec 29, 2017","0.340","0.360","0.360","0.340","206.63K","-5.56%"
"Dec 28, 2017","0.360","0.385","0.400","0.345","694.32K","-2.70%"
"Dec 27, 2017","0.370","0.340","0.370","0.325","138.56K","17.46%"
"Dec 22, 2017","0.315","0.350","0.350","0.310","632.34K","-10.00%"
"Dec 21, 2017","0.350","0.375","0.380","0.350","247.98K","-5.41%"
"Dec 20, 2017","0.370","0.370","0.390","0.370","210.06K","0.00%"
"Dec 19, 2017","0.370","0.380","0.385","0.360","243.28K","-2.63%"
"Dec 18, 2017","0.380","0.365","0.390","0.365","634.12K","1.33%"
"Dec 15, 2017","0.375","0.380","0.385","0.370","378.31K","-1.32%"
"Dec 14, 2017","0.380","0.405","0.410","0.370","597.84K","-6.17%"
"Dec 13, 2017","0.405","0.415","0.430","0.390","508.71K","-2.41%"
"Dec 12, 2017","0.415","0.395","0.435","0.395","762.38K","6.41%"
"Dec 11, 2017","0.390","0.410","0.415","0.360","1.51M","-3.70%"
"Dec 08, 2017","0.405","0.470","0.470","0.385","4.00M","-10.00%"
"Dec 07, 2017","0.450","0.520","0.610","0.425","5.07M","-6.25%"
"Dec 06, 2017","0.480","0.460","0.480","0.455","1.11M","2.13%"
"Dec 05, 2017","0.470","0.470","0.480","0.425","1.68M","1.08%"
"Dec 04, 2017","0.465","0.495","0.495","0.370","2.35M","-6.06%"
"Dec 01, 2017","0.495","0.480","0.540","0.470","3.17M","2.06%"
"Nov 30, 2017","0.485","0.450","0.500","0.390","1.60M","7.78%"
"Nov 29, 2017","0.450","0.360","0.510","0.335","4.47M","28.57%"
"Nov 28, 2017","0.350","0.300","0.375","0.300","823.15K","16.67%"
"Nov 27, 2017","0.300","0.275","0.310","0.275","516.00K","9.09%"
"Nov 24, 2017","0.275","0.275","0.300","0.275","517.55K","1.85%"
"Nov 23, 2017","0.270","0.275","0.275","0.270","398.50K","-1.82%"
"Nov 22, 2017","0.275","0.280","0.280","0.270","243.70K","-1.79%"
"Nov 21, 2017","0.280","0.285","0.290","0.270","1.37M","-6.67%"
"Nov 20, 2017","0.300","0.300","0.300","0.290","593.20K","3.45%"
"Nov 17, 2017","0.290","0.300","0.300","0.290","175.20K","-1.69%"
"Nov 16, 2017","0.295","0.280","0.295","0.280","337.08K","3.51%"
"Nov 15, 2017","0.285","0.290","0.300","0.285","361.50K","0.00%"
"Nov 14, 2017","0.285","0.295","0.300","0.280","559.00K","-3.39%"
"Nov 13, 2017","0.295","0.285","0.310","0.280","601.37K","9.26%"
"Nov 10, 2017","0.270","0.275","0.275","0.270","3.21M","-10.00%"
"Nov 08, 2017","0.300","0.310","0.310","0.300","51.50K","-10.45%"
"Nov 07, 2017","0.335","0.335","0.335","0.335","2.00K","1.52%"
"Nov 06, 2017","0.330","0.335","0.335","0.305","16.50K","10.00%"
"Nov 03, 2017","0.300","0.335","0.335","0.295","73.50K","-11.76%"
"Nov 02, 2017","0.340","0.335","0.340","0.290","10.50K","11.48%"
"Nov 01, 2017","0.305","0.290","0.340","0.290","18.00K","5.17%"
"Oct 31, 2017","0.290","0.285","0.290","0.285","10.00K","16.00%"
"Oct 30, 2017","0.250","0.250","0.250","0.250","3.50K","-1.96%"
"Oct 27, 2017","0.255","0.255","0.255","0.255","4.50K","-1.92%"
"Oct 25, 2017","0.260","0.270","0.270","0.260","38.00K","-3.70%"
"Oct 24, 2017","0.270","0.285","0.285","0.270","25.00K","-6.90%"
"Oct 23, 2017","0.290","0.290","0.290","0.290","4.00K","0.00%"
"Oct 19, 2017","0.290","0.290","0.290","0.290","2.00K","-1.69%"
"Oct 18, 2017","0.295","0.295","0.295","0.295","4.00K","0.00%"
"Oct 17, 2017","0.295","0.300","0.300","0.295","3.00K","-11.94%"
"Oct 16, 2017","0.335","0.335","0.335","0.335","0.50K","11.67%"
"Oct 12, 2017","0.300","0.315","0.315","0.300","24.00K","-11.76%"
"Oct 11, 2017","0.340","0.345","0.345","0.340","6.00K","17.24%"
"Oct 10, 2017","0.290","0.340","0.340","0.290","41.50K","-14.71%"
"Oct 04, 2017","0.340","0.340","0.340","0.340","15.00K","1.49%"
"Sep 22, 2017","0.335","0.335","0.335","0.335","13.00K","1.52%"
"Sep 20, 2017","0.330","0.295","0.330","0.295","25.00K","-2.94%"
"Sep 13, 2017","0.340","0.300","0.340","0.300","27.50K","6.25%"
"Sep 06, 2017","0.320","0.320","0.320","0.320","5.00K","8.47%"
"Sep 01, 2017","0.295","0.295","0.295","0.295","20.00K","-10.61%"
"Aug 29, 2017","0.330","0.330","0.330","0.330","9.00K","0.00%"
"Aug 24, 2017","0.330","0.330","0.350","0.330","55.00K","6.45%"
"Aug 22, 2017","0.310","0.310","0.310","0.310","2.50K","-1.59%"
"Aug 21, 2017","0.315","0.345","0.345","0.315","30.00K","-1.56%"
"Aug 18, 2017","0.320","0.300","0.320","0.300","22.00K","3.23%"
"Aug 17, 2017","0.310","0.310","0.320","0.310","28.50K","-3.12%"
"Aug 16, 2017","0.320","0.350","0.350","0.320","15.00K","-5.88%"
"Aug 15, 2017","0.340","0.340","0.340","0.340","3.00K","6.25%"
"Aug 14, 2017","0.320","0.350","0.350","0.295","42.00K","-7.25%"
"Aug 11, 2017","0.345","0.290","0.345","0.290","115.50K","7.81%"
"Aug 10, 2017","0.320","0.315","0.320","0.290","144.50K","10.34%"
"Aug 08, 2017","0.290","0.295","0.295","0.290","18.00K","-12.12%"
"Aug 04, 2017","0.330","0.320","0.330","0.320","7.00K","3.13%"
"Aug 03, 2017","0.320","0.280","0.320","0.280","59.50K","0.00%"
"Aug 01, 2017","0.320","0.300","0.320","0.300","18.00K","0.00%"
"Jul 31, 2017","0.320","0.280","0.320","0.280","25.00K","4.92%"
"Jul 27, 2017","0.305","0.305","0.305","0.270","36.50K","1.67%"
"Jul 26, 2017","0.300","0.300","0.300","0.280","20.50K","-3.23%"
"Jul 25, 2017","0.310","0.310","0.310","0.310","5.00K","3.33%"
"Jul 20, 2017","0.300","0.295","0.300","0.295","4.50K","1.69%"
"Jul 18, 2017","0.295","0.270","0.295","0.270","20.00K","9.26%"
"Jul 14, 2017","0.270","0.295","0.295","0.270","18.50K","-3.57%"
"Jul 13, 2017","0.280","0.285","0.285","0.280","8.00K","-9.68%"
"Jul 12, 2017","0.310","0.310","0.310","0.310","1.00K","0.00%"
"Jul 07, 2017","0.310","0.310","0.310","0.310","0.50K","0.00%"
"Jun 30, 2017","0.310","0.305","0.310","0.280","157.50K","10.71%"
"Jun 29, 2017","0.280","0.315","0.315","0.280","24.50K","-9.68%"
"Jun 28, 2017","0.310","0.305","0.310","0.305","60.00K","6.90%"
"Jun 27, 2017","0.290","0.290","0.290","0.290","12.00K","-3.33%"
"Jun 26, 2017","0.300","0.290","0.300","0.290","224.50K","3.45%"
"Jun 21, 2017","0.290","0.295","0.320","0.290","18.50K","-9.38%"
"Jun 20, 2017","0.320","0.320","0.320","0.320","8.50K","8.47%"
"Jun 19, 2017","0.295","0.320","0.320","0.295","22.00K","0.00%"
"Jun 16, 2017","0.295","0.300","0.300","0.295","36.00K","-7.81%"
"Jun 15, 2017","0.320","0.330","0.330","0.320","7.03K","0.00%"
"Jun 14, 2017","0.320","0.300","0.320","0.300","19.00K","3.23%"
"Jun 09, 2017","0.310","0.315","0.315","0.310","29.00K","-3.12%"
"Jun 08, 2017","0.320","0.320","0.320","0.320","1.50K","-5.88%"
"Jun 07, 2017","0.340","0.340","0.340","0.340","17.39K","-2.86%"
"Jun 06, 2017","0.350","0.350","0.350","0.350","10.00K","9.38%"
"Jun 05, 2017","0.320","0.320","0.350","0.320","24.50K","-5.88%"
"Jun 02, 2017","0.340","0.340","0.340","0.340","8.00K","9.68%"
"Jun 01, 2017","0.310","0.310","0.340","0.310","45.00K","5.08%"
"May 31, 2017","0.295","0.320","0.320","0.295","28.00K","-7.81%"
"May 30, 2017","0.320","0.330","0.330","0.320","31.92K","4.92%"
"May 29, 2017","0.305","0.300","0.305","0.300","22.00K","-1.61%"
"May 26, 2017","0.310","0.330","0.330","0.300","11.50K","-8.82%"
"May 25, 2017","0.340","0.330","0.345","0.330","26.00K","3.03%"
"May 24, 2017","0.330","0.310","0.330","0.310","19.50K","6.45%"
"May 23, 2017","0.310","0.320","0.330","0.310","56.50K","-8.82%"
"May 19, 2017","0.340","0.330","0.340","0.330","43.10K","6.25%"
"May 18, 2017","0.320","0.330","0.330","0.320","25.00K","-8.57%"
"May 17, 2017","0.350","0.350","0.350","0.340","42.00K","1.45%"
"May 16, 2017","0.345","0.350","0.350","0.340","79.50K","-5.48%"
"May 15, 2017","0.365","0.380","0.380","0.365","92.50K","4.29%"
"May 12, 2017","0.350","0.380","0.380","0.350","21.50K","-7.89%"
"May 11, 2017","0.380","0.360","0.380","0.360","48.40K","5.56%"
"May 10, 2017","0.360","0.360","0.360","0.350","54.00K","-5.26%"
"May 09, 2017","0.380","0.370","0.380","0.370","73.00K","2.70%"
"May 08, 2017","0.370","0.380","0.380","0.370","27.50K","-3.90%"
"May 05, 2017","0.385","0.385","0.385","0.385","5.00K","1.32%"
"May 04, 2017","0.380","0.380","0.385","0.360","84.50K","0.00%"
"May 03, 2017","0.380","0.380","0.380","0.350","22.50K","0.00%"
"May 02, 2017","0.380","0.370","0.380","0.370","25.00K","0.00%"
"May 01, 2017","0.380","0.365","0.380","0.340","20.00K","4.11%"
"Apr 28, 2017","0.365","0.350","0.365","0.350","19.50K","4.29%"
"Apr 27, 2017","0.350","0.330","0.350","0.320","29.00K","6.06%"
"Apr 26, 2017","0.330","0.350","0.350","0.330","43.00K","0.00%"
"Apr 25, 2017","0.330","0.340","0.365","0.330","35.68K","1.54%"
"Apr 24, 2017","0.325","0.320","0.330","0.305","75.68K","0.00%"
"Apr 21, 2017","0.325","0.320","0.325","0.320","21.50K","0.00%"
"Apr 20, 2017","0.325","0.300","0.325","0.300","15.50K","1.56%"
"Apr 18, 2017","0.320","0.320","0.320","0.320","10.00K","3.23%"
"Apr 17, 2017","0.310","0.310","0.310","0.310","15.00K","3.33%"
"Apr 13, 2017","0.300","0.300","0.300","0.300","63.50K","-3.23%"
"Apr 12, 2017","0.310","0.305","0.310","0.305","25.00K","0.00%"
"Apr 11, 2017","0.310","0.310","0.310","0.310","5.00K","0.00%"
"Apr 10, 2017","0.310","0.325","0.325","0.310","49.00K","-10.14%"
"Apr 07, 2017","0.345","0.320","0.345","0.315","94.00K","4.55%"
"Apr 06, 2017","0.330","0.345","0.345","0.330","119.00K","-5.71%"
"Apr 05, 2017","0.350","0.355","0.355","0.320","237.00K","6.06%"
"Apr 04, 2017","0.330","0.340","0.340","0.330","52.50K","-2.94%"
"Mar 31, 2017","0.340","0.340","0.340","0.340","22.50K","6.25%"
"Mar 30, 2017","0.320","0.320","0.330","0.320","30.00K","-5.88%"
"Mar 29, 2017","0.340","0.350","0.350","0.330","129.08K","0.00%"
"Mar 28, 2017","0.340","0.340","0.340","0.340","35.00K","1.49%"
"Mar 24, 2017","0.335","0.345","0.345","0.335","55.50K","-14.10%"
"Mar 23, 2017","0.390","0.380","0.390","0.380","5.00K","-1.27%"
"Mar 22, 2017","0.395","0.395","0.395","0.395","2.00K","9.72%"
"Mar 21, 2017","0.360","0.360","0.360","0.360","8.00K","0.00%"
"Mar 20, 2017","0.360","0.360","0.370","0.360","10.00K","9.09%"
"Mar 17, 2017","0.330","0.335","0.335","0.330","5.00K","-10.81%"
"Mar 16, 2017","0.370","0.360","0.370","0.360","8.00K","2.78%"
"Mar 14, 2017","0.360","0.330","0.360","0.330","17.00K","2.86%"
"Mar 13, 2017","0.350","0.360","0.360","0.350","6.00K","0.00%"
"Mar 10, 2017","0.350","0.350","0.350","0.330","30.00K","0.00%"
"Mar 09, 2017","0.350","0.320","0.350","0.320","67.50K","1.45%"
"Mar 08, 2017","0.345","0.345","0.345","0.345","5.00K","-1.43%"
"Mar 07, 2017","0.350","0.315","0.350","0.310","27.50K","0.00%"
"Mar 06, 2017","0.350","0.350","0.350","0.350","10.00K","12.90%"
"Mar 03, 2017","0.310","0.355","0.355","0.310","21.50K","-11.43%"
"Mar 02, 2017","0.350","0.330","0.350","0.330","5.00K","7.69%"
"Mar 01, 2017","0.325","0.270","0.325","0.265","32.00K","20.37%"
"Feb 28, 2017","0.270","0.270","0.270","0.270","5.00K","-3.57%"
"Feb 27, 2017","0.280","0.275","0.280","0.275","20.00K","-1.75%"
"Feb 23, 2017","0.285","0.270","0.285","0.270","77.50K","1.79%"
"Feb 22, 2017","0.280","0.285","0.285","0.280","20.00K","-6.67%"
"Feb 17, 2017","0.300","0.300","0.300","0.300","10.00K","0.00%"
"Feb 15, 2017","0.300","0.290","0.300","0.290","5.00K","3.45%"
"Feb 14, 2017","0.290","0.290","0.290","0.290","2.50K","3.57%"
"Feb 10, 2017","0.280","0.280","0.280","0.280","5.00K","-6.67%"
"Feb 08, 2017","0.300","0.300","0.300","0.290","98.00K","0.00%"
"Feb 06, 2017","0.300","0.300","0.300","0.300","8.00K","3.45%"
"Feb 03, 2017","0.290","0.290","0.290","0.290","10.00K","-6.45%"
"Feb 01, 2017","0.310","0.310","0.310","0.310","41.50K","-1.59%"
"Jan 31, 2017","0.315","0.300","0.315","0.300","10.50K","5.00%"
"Jan 30, 2017","0.300","0.300","0.300","0.300","1.00K","-4.76%"
"Jan 27, 2017","0.315","0.315","0.315","0.315","1.00K","0.00%"
"Jan 26, 2017","0.315","0.310","0.315","0.310","113.00K","-3.08%"
"Jan 25, 2017","0.325","0.320","0.325","0.320","30.00K","8.33%"
"Jan 24, 2017","0.300","0.300","0.300","0.300","4.50K","0.00%"
"Jan 23, 2017","0.300","0.300","0.300","0.300","6.00K","-6.25%"
"Jan 20, 2017","0.320","0.310","0.320","0.310","19.00K","10.34%"
"Jan 19, 2017","0.290","0.290","0.290","0.290","10.00K","0.00%"
"Jan 17, 2017","0.290","0.290","0.290","0.290","10.00K","-9.38%"
"Jan 12, 2017","0.320","0.320","0.320","0.320","5.00K","-3.03%"
"Jan 10, 2017","0.330","0.320","0.330","0.320","10.00K","13.79%"
"Jan 05, 2017","0.290","0.290","0.290","0.290","5.00K","-9.38%"
"Jan 03, 2017","0.320","0.320","0.320","0.320","5.00K","6.67%"
"Dec 30, 2016","0.300","0.325","0.325","0.300","33.00K","-9.09%"
"Dec 29, 2016","0.330","0.325","0.330","0.325","12.00K","0.00%"
"Dec 28, 2016","0.330","0.330","0.330","0.290","18.50K","0.00%"
"Dec 23, 2016","0.330","0.320","0.330","0.320","10.00K","10.00%"
"Dec 22, 2016","0.300","0.280","0.300","0.280","49.00K","0.00%"
"Dec 21, 2016","0.300","0.300","0.300","0.300","1.00K","0.00%"
"Dec 20, 2016","0.300","0.330","0.330","0.300","19.41K","-9.09%"
"Dec 19, 2016","0.330","0.335","0.335","0.330","2.00K","0.00%"
"Dec 16, 2016","0.330","0.300","0.340","0.300","22.00K","6.45%"
"Dec 15, 2016","0.310","0.310","0.310","0.310","1.00K","-6.06%"
"Dec 14, 2016","0.330","0.325","0.330","0.325","10.00K","6.45%"
"Dec 13, 2016","0.310","0.315","0.315","0.310","8.00K","-8.82%"
"Dec 12, 2016","0.340","0.340","0.340","0.330","19.00K","3.03%"
"Dec 09, 2016","0.330","0.345","0.380","0.330","45.31K","-2.94%"
"Dec 08, 2016","0.340","0.320","0.340","0.320","44.17K","-2.86%"
"Dec 07, 2016","0.350","0.300","0.350","0.300","14.00K","16.67%"
"Dec 06, 2016","0.300","0.380","0.380","0.300","42.21K","-11.76%"
"Dec 05, 2016","0.340","0.340","0.340","0.340","5.00K","-12.82%"
"Dec 01, 2016","0.390","0.390","0.390","0.390","0.50K","0.00%"
"Nov 30, 2016","0.390","0.360","0.390","0.360","16.00K","8.33%"
"Nov 29, 2016","0.360","0.360","0.360","0.360","10.00K","-5.26%"
"Nov 28, 2016","0.380","0.380","0.380","0.380","2.50K","-2.56%"
"Nov 25, 2016","0.390","0.390","0.390","0.385","25.00K","0.00%"
"Nov 23, 2016","0.390","0.370","0.390","0.370","21.50K","0.00%"
"Nov 18, 2016","0.390","0.400","0.400","0.390","5.50K","-2.50%"
"Nov 17, 2016","0.400","0.410","0.410","0.400","9.00K","-11.11%"
"Nov 10, 2016","0.450","0.450","0.450","0.450","8.00K","7.14%"
"Nov 09, 2016","0.420","0.420","0.420","0.420","13.57K","-7.69%"
"Nov 04, 2016","0.455","0.420","0.455","0.420","25.00K","10.98%"
"Nov 02, 2016","0.410","0.420","0.420","0.410","10.00K","2.50%"
"Nov 01, 2016","0.400","0.400","0.400","0.400","25.00K","-4.76%"
"Oct 27, 2016","0.420","0.420","0.450","0.420","11.00K","5.00%"
"Oct 26, 2016","0.400","0.440","0.440","0.400","6.50K","-8.05%"
"Oct 25, 2016","0.435","0.420","0.435","0.420","19.50K","1.16%"
"Oct 21, 2016","0.430","0.435","0.435","0.420","21.00K","-2.27%"
"Oct 17, 2016","0.440","0.490","0.490","0.440","42.00K","0.00%"
"Oct 14, 2016","0.440","0.440","0.440","0.440","4.00K","2.33%"
"Oct 13, 2016","0.430","0.430","0.430","0.430","1.00K","-10.42%"
"Oct 11, 2016","0.480","0.430","0.480","0.430","11.00K","-2.04%"
"Oct 07, 2016","0.490","0.490","0.490","0.490","5.00K","2.08%"
"Oct 06, 2016","0.480","0.480","0.480","0.480","4.00K","6.67%"
"Oct 05, 2016","0.450","0.450","0.450","0.450","5.00K","-21.05%"
"Oct 04, 2016","0.570","0.420","0.570","0.420","16.50K","35.71%"
"Oct 03, 2016","0.420","0.410","0.420","0.410","273.00K","5.00%"
"Sep 30, 2016","0.400","0.400","0.400","0.400","9.00K","-4.76%"
"Sep 29, 2016","0.420","0.420","0.420","0.420","10.00K","-2.33%"
"Sep 26, 2016","0.430","0.430","0.430","0.430","40.00K","2.38%"
"Sep 23, 2016","0.420","0.420","0.420","0.420","2.00K","0.00%"
"Sep 22, 2016","0.420","0.415","0.420","0.390","45.00K","0.00%"
"Sep 21, 2016","0.420","0.420","0.420","0.420","5.00K","0.00%"
"Sep 20, 2016","0.420","0.420","0.420","0.420","7.00K","0.00%"
"Sep 13, 2016","0.420","0.415","0.420","0.415","10.00K","-1.18%"
"Sep 08, 2016","0.425","0.410","0.425","0.400","19.00K","0.00%"
"Sep 07, 2016","0.425","0.425","0.425","0.425","5.00K","-4.49%"
"Sep 06, 2016","0.445","0.410","0.445","0.410","7.00K","-1.11%"
"Sep 01, 2016","0.450","0.450","0.450","0.450","2.50K","4.65%"
"Aug 31, 2016","0.430","0.410","0.430","0.410","7.50K","7.50%"
"Aug 30, 2016","0.400","0.450","0.450","0.400","29.50K","-9.09%"
"Aug 29, 2016","0.440","0.450","0.450","0.440","1.00K","4.76%"
"Aug 26, 2016","0.420","0.450","0.450","0.420","23.50K","-4.55%"
"Aug 25, 2016","0.440","0.425","0.450","0.425","18.00K","-2.22%"
"Aug 24, 2016","0.450","0.475","0.475","0.450","3.00K","-6.25%"
"Aug 23, 2016","0.480","0.480","0.480","0.480","1.00K","-2.04%"
"Aug 22, 2016","0.490","0.490","0.490","0.430","56.00K","0.00%"
"Aug 19, 2016","0.490","0.490","0.490","0.490","0.50K","0.00%"
"Aug 18, 2016","0.490","0.490","0.490","0.490","15.00K","0.00%"
"Aug 17, 2016","0.490","0.490","0.490","0.425","26.00K","0.00%"
"Aug 16, 2016","0.490","0.490","0.490","0.490","0.50K","0.00%"
"Aug 15, 2016","0.490","0.500","0.500","0.490","1.00K","-2.00%"
"Aug 12, 2016","0.500","0.490","0.500","0.430","36.00K","2.04%"
"Aug 11, 2016","0.490","0.490","0.490","0.490","0.50K","0.00%"
"Aug 10, 2016","0.490","0.495","0.500","0.490","16.50K","-2.00%"
"Aug 09, 2016","0.500","0.500","0.500","0.500","0.50K","0.00%"
"Aug 08, 2016","0.500","0.510","0.510","0.490","14.50K","-3.85%"
"Aug 05, 2016","0.520","0.520","0.520","0.520","0.50K","0.00%"
"Aug 04, 2016","0.520","0.520","0.520","0.520","0.50K","0.00%"
"Aug 03, 2016","0.520","0.520","0.520","0.520","5.50K","0.00%"
"Aug 02, 2016","0.520","0.520","0.520","0.520","0.50K","0.00%"
"Jul 29, 2016","0.520","0.530","0.530","0.510","8.00K","-3.70%"
"Jul 28, 2016","0.540","0.540","0.540","0.540","0.50K","3.85%"
"Jul 27, 2016","0.520","0.530","0.530","0.520","5.00K","-1.89%"
"Jul 26, 2016","0.530","0.530","0.530","0.530","0.50K","-1.85%"
"Jul 25, 2016","0.540","0.540","0.540","0.540","0.50K","0.00%"
"Jul 22, 2016","0.540","0.550","0.550","0.500","21.00K","-1.82%"
"Jul 21, 2016","0.550","0.550","0.550","0.550","1.00K","3.77%"
"Jul 20, 2016","0.530","0.560","0.560","0.530","17.50K","-5.36%"
"Jul 19, 2016","0.560","0.560","0.560","0.560","0.50K","0.00%"
"Jul 18, 2016","0.560","0.600","0.600","0.560","2.50K","-3.45%"
"Jul 15, 2016","0.580","0.600","0.600","0.580","1.00K","-1.69%"
"Jul 14, 2016","0.590","0.590","0.590","0.590","0.50K","-1.67%"
"Jul 13, 2016","0.600","0.600","0.600","0.600","0.50K","0.00%"
"Jul 12, 2016","0.600","0.600","0.600","0.600","0.50K","0.00%"
"Jul 11, 2016","0.600","0.600","0.600","0.560","15.00K","0.00%"
"Jul 08, 2016","0.600","0.590","0.600","0.590","12.00K","5.26%"
"Jul 07, 2016","0.570","0.600","0.600","0.570","26.00K","1.79%"
"Jul 06, 2016","0.560","0.600","0.600","0.560","6.21K","-6.67%"
"Jul 05, 2016","0.600","0.600","0.600","0.600","0.50K","0.00%"
"Jul 04, 2016","0.600","0.650","0.650","0.600","1.00K","0.00%"
"Jun 30, 2016","0.600","0.600","0.600","0.580","35.50K","1.69%"
"Jun 29, 2016","0.590","0.500","0.600","0.500","34.00K","-1.67%"
"Jun 28, 2016","0.600","0.600","0.600","0.600","0.50K","0.00%"
"Jun 27, 2016","0.600","0.600","0.600","0.600","2.00K","0.00%"
"Jun 24, 2016","0.600","0.600","0.600","0.600","0.50K","3.45%"
"Jun 23, 2016","0.580","0.550","0.580","0.520","44.50K","5.45%"
"Jun 22, 2016","0.550","0.590","0.590","0.550","6.00K","-1.79%"
"Jun 21, 2016","0.560","0.560","0.560","0.560","23.00K","0.00%"
"Jun 20, 2016","0.560","0.600","0.600","0.560","4.03K","1.82%"
"Jun 17, 2016","0.550","0.590","0.590","0.550","6.50K","-5.17%"
"Jun 16, 2016","0.580","0.580","0.580","0.580","0.50K","-3.33%"
"Jun 15, 2016","0.600","0.600","0.600","0.600","0.50K","0.00%"
"Jun 14, 2016","0.600","0.600","0.600","0.600","0.50K","0.00%"
"Jun 13, 2016","0.600","0.600","0.600","0.600","0.50K","0.00%"
"Jun 09, 2016","0.600","0.600","0.600","0.600","5.50K","0.00%"
"Jun 08, 2016","0.600","0.600","0.600","0.600","6.50K","0.00%"
"Jun 07, 2016","0.600","0.600","0.600","0.600","0.50K","0.00%"
"Jun 06, 2016","0.600","0.600","0.600","0.600","0.50K","0.00%"
"Jun 03, 2016","0.600","0.640","0.640","0.600","1.00K","0.00%"
"Jun 02, 2016","0.600","0.640","0.640","0.600","1.10K","0.00%"
"Jun 01, 2016","0.600","0.650","0.650","0.600","1.00K","5.26%"
"May 31, 2016","0.570","0.600","0.600","0.570","10.50K","-1.72%"
"May 30, 2016","0.580","0.600","0.600","0.580","19.86K","-3.33%"
"May 27, 2016","0.600","0.600","0.600","0.600","0.70K","3.45%"
